0,1,2,3,4,5,6,7,8,9,10,11
-0.3720952818573942,one,0.6084762838055472,one,zero,one,0.11194687229320552,zero,one,1.4959043670421828,1.5374486491775132,one
1.7779284811964113,one,-1.3692563191810758,zero,zero,one,0.7803342235513903,one,zero,-0.18814949931212283,1.099946911266858,one
1.1591959554578648,one,0.1727451440194474,one,one,one,1.4719432596420519,one,zero,1.8762829012776965,0.9375174974384481,zero
1.9264493003248768,one,0.43895049529630537,zero,one,one,0.33733129700754055,zero,one,2.096482738535889,-0.3222959567607335,one
0.20662005511729892,one,-1.9293011911833515,one,zero,one,2.0143621163571575,one,zero,1.6641952191132954,0.7805814824147249,zero
1.343200601818625,zero,0.727383138407952,zero,zero,one,0.23460249281828793,one,zero,1.7968580640656342,-0.2190383991405621,one
0.5944181142283568,zero,-2.3418045985483467,one,one,one,1.707821651223116,one,one,-0.34240486383948343,1.7440295999020563,zero
-0.22869594997256149,zero,-0.25718274531258895,one,zero,one,-0.48923651154498804,one,zero,-0.47353203208921973,1.7667166091054607,one
1.7221795416294288,zero,0.0907920659351251,one,zero,zero,1.8730415958903182,zero,one,1.3213398896936612,1.6250003513476354,zero
-0.5096041022776672,zero,0.9224895797567462,one,one,one,1.162275369043991,one,one,-0.40781970684486446,0.8482394005712655,zero
0.19862440184389862,one,0.8091637365116565,zero,one,one,1.6949576134876918,one,one,-0.04301036204335543,0.6527068652355614,one
1.5821873617957554,zero,0.9133097321172543,zero,one,one,0.05575427810125806,zero,one,0.08572148943746657,1.6068991683859204,one
1.912032009004356,one,0.4176637354004793,one,zero,zero,0.6249976429351912,zero,zero,1.1400621886463222,0.8279600709332163,one
-0.10394963213458236,zero,-0.47536781698618524,zero,zero,one,0.01045151609926289,one,one,0.6858279627118632,1.9093394731844247,one
1.2009012738865381,zero,0.13984727451840143,zero,one,one,-0.47465676222293834,zero,zero,-0.11559107522069241,0.15165120700956466,one
-0.028262632124195733,zero,0.7334856744471947,zero,one,one,-0.5594507201762469,zero,zero,0.5234582704629444,1.6725442740948675,one
-0.15678402429690108,zero,0.9490166191580971,zero,zero,one,1.493270804240875,one,one,0.7447227993555198,1.243082364342461,one
-0.004523409612660401,one,0.6639397073877868,zero,zero,one,1.9637396246163905,zero,zero,1.7413789593161215,0.01644904204580874,one
1.619006780987197,one,-0.5122734967607352,one,zero,one,0.6276462728570013,zero,one,0.653723164708007,1.563330861485402,one
1.8478699397749014,one,-2.402806010356031,one,one,one,0.6393763592441646,one,one,1.4422263004527252,-0.054394732451579275,one
0.0023589233861042863,one,0.911200526225326,one,zero,zero,0.10597996034534429,one,zero,1.1456048269284729,0.7379746664709054,zero
1.5211810412939564,zero,-0.02233787431878715,zero,one,zero,1.564681725286316,zero,one,1.5125371492966577,0.4107065692185237,one
0.3149187746717137,one,-1.2903898105183291,one,one,zero,1.5007581897713058,one,one,1.3738434779332034,-0.07321550222118076,one
-0.26982596841458373,one,1.0062498670374982,one,zero,one,1.830332646748151,one,one,0.02702824102054787,0.7053656512059123,one
-0.23858889870497438,zero,0.7327423752134659,one,one,one,1.0025167903266408,one,zero,-0.17288578997367113,1.8834373583509756,zero
0.8875693430831418,zero,0.518626087004683,zero,zero,one,1.7642286648412753,one,one,1.6986101473229782,0.7369379940882608,one
2.036647780370161,zero,-0.39530130686783893,zero,one,zero,0.67851310498004,one,one,0.8634178226960694,1.7648099019974013,one
0.26610888794167775,zero,-0.202041550198324,one,one,zero,0.26070541935079833,zero,one,-0.47590236292920784,0.8823173899537295,one
1.874589730598344,zero,0.7847520584546083,zero,zero,one,1.013146970575927,one,zero,1.2635684177184603,0.5110456049091004,zero
0.1638088655394273,zero,-0.07593891251310232,zero,zero,zero,1.4798425605096077,zero,one,1.5917492043093544,1.8033405520384418,zero
0.4873717853123722,zero,0.7193589853758521,one,zero,one,0.6969854969598327,zero,zero,-0.2265596765399016,-0.38102800139560905,zero
0.7247222069233745,zero,-1.7074083332834613,one,one,one,-0.20786771253927072,one,zero,0.9574584837881234,1.0394466742228032,one
1.381742666979415,one,0.5614976031681881,zero,zero,zero,0.2087713636918741,one,zero,1.2136243334883157,1.4429292272789758,one
-0.5583044133596219,one,0.3535840949415225,zero,one,one,1.323404607432048,one,zero,0.30285419637102,-0.28906765584977073,one
-0.08030043223080674,one,0.7028590524040912,one,one,one,1.0385107651055179,zero,one,0.029965362217539246,-0.09303022302632391,one
1.1036989831855983,zero,-2.426508497695875,zero,zero,one,1.1831784146075495,zero,one,0.9978194036430164,0.6872149602956994,one
0.9664489794518971,zero,-0.5509201266236169,zero,one,one,0.26237463681474105,zero,zero,0.3183340377730316,0.25731749737874676,zero
-0.2643354159636394,one,0.28057568744237027,zero,zero,one,-0.33647800268295636,one,zero,-0.19932053125941684,1.0218366984334368,one
0.7337263410988162,one,-0.3403879450363848,zero,one,zero,1.0138306234708414,one,zero,1.4843476823035475,1.8539533354842694,one
1.5146133268824498,zero,-1.2726806496469734,zero,one,one,-0.41919192128903676,zero,one,0.21159260734159785,1.3389366201830732,one
1.3592573169749884,one,0.7036266498038501,zero,one,one,-0.5434627459960609,one,one,0.7594478899881153,0.40720198755000364,zero
0.7612036287716146,one,-0.1711565060433127,zero,zero,zero,1.038341427870174,one,zero,0.5020651774900342,1.3595191592320455,zero
1.6144961024748925,zero,0.6240472294438885,one,one,one,-0.24201556293126647,one,one,0.7303615802670591,0.7677914467394371,zero
0.7739117113624204,zero,0.9585501059138953,zero,zero,one,-0.458889773900135,one,zero,1.4479509474323056,-0.4212674337121673,zero
0.2491050278561784,one,0.8121959344667797,one,one,one,1.6343717127966393,one,one,0.8905160060684545,1.0687732141854949,one
1.0514497736370438,zero,0.8940592650916455,one,zero,one,0.5830889316127071,one,zero,0.8807444760936868,-0.3769972223357494,one
1.5344774611405927,zero,0.6173787271803977,zero,zero,zero,0.2413878580336584,zero,one,-0.5191096597695743,1.109061896543388,one
-0.30716142094227544,one,-0.428559427509704,one,zero,zero,0.09457032858997154,one,zero,1.9190517103172289,0.6006978201939813,zero
0.013404234964969258,one,0.8332062774532115,one,zero,one,1.7670577910630265,one,zero,0.4072884241721509,0.9354232518935143,one
1.4616050107548275,zero,1.0852899169365342,zero,one,one,0.7411734004460504,zero,zero,-0.130600026896011,-0.1175365620242027,one
-0.0362598283328687,zero,-0.09381982889861545,zero,zero,zero,-0.2853915618694851,zero,zero,0.09807927264015573,1.1954879897103878,zero
0.5256546989783739,zero,0.19325249485669105,zero,one,one,1.122586405376641,one,one,0.31098972251084683,1.195880248439482,one
0.6193487974879324,one,0.5813120882748299,one,one,one,0.22664907474378682,zero,one,-0.39993367404922153,0.531644348918752,one
-0.10293340914427723,zero,0.1520999144630034,one,zero,one,-0.2981139410174424,one,zero,1.4051355731218558,0.17308209827394722,one
-0.06161669197364539,one,0.23139015396355983,one,one,zero,1.4746987172906323,one,zero,-0.20001330605919176,1.6927152368174232,one
1.8426816203481344,zero,0.7602185979884383,one,one,zero,1.8012322889533048,zero,one,0.131390976077298,1.3126816766475342,zero
-0.0707314453339261,zero,-1.3721058655165963,one,one,zero,-0.5301583704881904,one,zero,1.1494097695314163,0.16104200388934287,one
1.9334203098506988,one,0.5627514144533393,one,zero,one,1.6308084903511684,one,zero,0.5001779349479444,0.9532781543525545,one
2.0134987509244766,one,-0.2906248130703659,zero,zero,zero,0.9734182824756449,one,zero,0.5534617757351535,0.1796534223358896,one
0.3532460967403473,zero,0.7395617300540941,one,one,one,1.2784139444740206,one,one,0.5850134797676915,0.6958153861460469,zero
0.33007229481783307,one,0.8910565681778726,one,zero,one,0.6852389284248175,zero,zero,0.767117774582453,1.7084727269958944,zero
1.3910025636144587,zero,0.8122803707285677,one,zero,one,0.5434025232003896,one,zero,-0.48153230277713627,0.5677301118904603,one
1.6408034214484952,zero,-0.002446287081452584,one,zero,zero,1.2855867880679832,zero,zero,1.3359606190626727,1.425168730160319,one
1.6986026502778087,zero,0.35484603389209934,zero,one,one,-0.49655928536362715,one,one,0.49364826882801544,1.549961179316177,one
-0.03510774411606163,zero,-1.918092217156809,one,zero,one,-0.46448922623136346,one,zero,-0.17464856916752078,0.31709820394076577,zero
0.26406102685666594,zero,0.06604926760412179,one,zero,zero,0.5042923596181645,one,zero,-0.19325671614736928,0.027037409683047707,one
-0.32968319860691386,zero,-2.5364233292882834,one,one,one,1.8858130608847514,one,zero,2.031247529132476,1.1325958720330491,zero
1.9406268162815759,zero,-0.2190542667891848,zero,one,zero,1.6399513250805664,one,one,1.3401472664311518,1.4454804145358038,zero
0.27688030440525613,one,-0.8252663657611915,one,one,one,0.6880827334186667,zero,zero,0.9890460007321235,-0.27411988193737075,zero
1.127810880589251,one,0.37791377328643705,one,one,zero,0.41125686023435853,zero,zero,-0.11673114524522489,0.004884115926521734,zero
-0.34825299507233337,one,0.5206363814856747,zero,zero,zero,0.3604934494817829,zero,one,0.6165394796486923,0.39189823883395464,zero
1.8384642105966515,one,-0.2806096984330993,one,one,zero,1.7973303988858758,one,zero,0.41936109454309317,1.047527223521611,one
0.3541915934114833,one,0.3932574956729638,zero,zero,one,0.5198942317700452,one,zero,0.4669843104302609,1.8000493324588855,zero
1.5753981628130576,zero,-2.1194092707884753,zero,zero,one,1.2976325325758231,one,zero,1.596170346626511,0.6022441577989709,zero
0.7092701686079482,zero,-1.6523779903520144,one,one,one,0.290048551979143,zero,one,1.4556028741347433,1.412564580574078,one
1.4147992437627361,zero,-1.257418765807059,one,zero,zero,1.0237838355826985,one,one,0.2660032416117618,-0.23858681766884376,zero
0.49456908528056326,zero,-0.22837291443900393,one,zero,zero,1.650623520442069,one,one,0.6967016622543459,0.356322302585551,one
-0.014961770528284929,one,0.6091372995887363,zero,one,one,-0.23446916936982876,one,one,-0.004661541825175031,1.1319809442876394,zero
0.26070255888542676,one,-0.28867153215228747,one,zero,zero,0.8412737547883605,one,zero,1.3336487369446255,-0.3959768908434391,zero
1.1248731697660654,zero,1.0867386986977203,one,one,one,1.542155210609805,one,zero,1.04824930144329,-0.20281968936125325,zero
0.8864914362042389,zero,0.30723763922621483,one,zero,one,0.02063898272531627,zero,zero,0.08610143594409328,0.6285142402700219,zero
1.787260609653047,one,0.6997917541510249,zero,zero,one,-0.045655057030553274,one,zero,1.756803574703855,0.07819665674749321,one
1.0073599948152894,one,0.7839817760504408,zero,zero,zero,1.6384392818376934,one,one,-0.4057810495154118,-0.26484902950469524,one
-0.4294871561133332,zero,-0.021804863912711914,zero,zero,zero,-0.01959129937539894,zero,zero,0.1559163838235379,1.8848612770354867,one
1.093230716276006,zero,0.03188319836809377,one,zero,zero,-0.2470188886533119,zero,zero,1.3794834545097974,-0.5413350405990036,one
1.3100808283868612,one,0.27418933264974316,zero,one,zero,-0.1216140274933519,zero,one,1.6511547890796434,1.7891192308444084,zero
1.4533462599484834,zero,-1.5531502454504182,zero,one,one,1.9281412180032342,zero,zero,-0.0642093002797029,0.04687521099237925,one
0.18168863725257062,one,0.530294438995556,one,one,one,1.5952389132045182,one,one,1.1182809462070094,1.9636438942876615,zero
1.6210613199646993,one,0.4402517048991322,one,one,zero,1.256431672258461,one,zero,1.3179949282921082,-0.019927702933811242,one
1.6973326352018827,one,-2.216242881470075,one,one,zero,1.9119901029064699,one,zero,1.2704993154272326,0.8575945976557837,zero
1.7942487388714776,one,0.7982526216194752,one,zero,one,-0.3404406282350861,zero,one,0.9010758917395666,0.45461148439828236,one
1.221484158286634,zero,-0.9468261942254554,one,zero,one,1.8689147628509417,one,zero,-0.06862481949729149,-0.0024025665324031165,zero
1.321918674357433,one,-0.14703486098009516,zero,zero,zero,-0.2667326639715295,one,one,0.8610274051135165,0.7597336072503392,one
0.20007843327977448,zero,0.4342233065096418,zero,zero,one,-0.11400094875453182,one,zero,1.0124468822885142,-0.3737087929743728,one
-0.1791434648131677,zero,0.9790625148105365,one,one,zero,0.9168779533582042,one,one,0.2420743374005855,-0.0563673512925925,zero
1.6648164237005627,zero,-1.2412111481835166,zero,zero,one,-0.29965085714020534,one,zero,0.18155701959770265,1.448175842060403,zero
1.0080033845661,zero,-0.018235200371554034,one,one,one,0.5816224073019515,one,one,-0.3397706998874378,1.1445593160693996,zero
1.1580603556247147,zero,1.1412447707039457,one,one,one,-0.13246446023212377,one,zero,1.324928131046769,1.2382902606437183,zero
0.17204525884928423,one,0.8326852812779465,one,zero,one,2.12284600675338,one,zero,0.16742718538235962,0.12523356460878254,one
1.4024618719559996,zero,0.6583714280631472,one,one,one,0.3807446774192293,one,one,-0.004407424595301249,0.8324813679032272,zero
2.100999936867887,zero,0.5128279258909754,one,one,one,0.6042697449761564,one,one,-0.5175712704886384,1.7333171593231564,one
0.38939303996880203,zero,0.0376110000758106,one,one,zero,0.07817712272815201,one,zero,-0.31446360467833967,0.0618521032831869,zero
0.5982700984158624,one,0.8593590949750665,one,one,one,1.2474348204424905,one,zero,0.4754846650265441,0.08775904760054673,zero
0.4794545296350071,zero,0.7994062299274098,zero,one,zero,0.03710001910660658,zero,zero,-0.05406600993932672,-0.1660245752187378,one
-0.06268704703483313,one,-0.1552347732687713,one,one,zero,0.7259792608174837,one,one,1.9118454925890258,0.1905672207096848,one
0.3403769287438542,one,-2.5121597279904853,one,one,one,0.4081003535125098,one,zero,0.7628116567980886,0.046440360216508006,zero
1.6089871704788115,zero,-0.7327312189479517,one,zero,one,-0.09930694072815918,one,one,-0.3041914407167773,-0.28461113891791445,zero
1.9486631041084248,zero,0.7886949143429094,zero,one,zero,1.3995929190260898,one,zero,1.7982727649351042,0.1365582821517143,zero
1.811886954754363,one,-0.1443176923278121,one,one,one,0.7770948423521293,one,one,0.36755633179764363,1.80850280116347,one
1.113196205881983,zero,0.639016404095443,one,one,zero,0.21625896621699114,zero,one,1.2101413304226387,0.6884482940778431,zero
2.0167748613787166,zero,0.6565474673087425,one,zero,one,0.3085518472714293,one,zero,1.328352773427707,0.2244396528965894,one
1.183420802104001,one,0.7194686280647452,zero,one,one,0.6526228883350204,one,one,1.691768252847733,-0.26060981434525227,zero
0.6849284391612631,one,-1.0812639895531282,zero,zero,one,0.37681534661790006,zero,one,0.7865334580556582,1.025504269678002,zero
0.9386697123803841,zero,-1.0233658470146665,one,one,one,0.473822615199681,one,zero,1.5199064633657027,-0.09049233958531132,one
0.9767434724089129,one,0.6322378989573044,one,zero,zero,0.44242578769113844,zero,zero,1.2258467944354898,0.25482815299617384,zero
1.6732794227372798,zero,-0.17274564412854254,one,one,zero,1.043986817028486,one,one,0.03252043446779862,0.9499632252438379,one
